name,episode_title,location,sub_location,time
Protestor,The Ghost of Harrenhal,The Crownlands,King's Landing,57
Theon Greyjoy,The Ghost of Harrenhal,The Iron Islands,Lordsport,30
Theon Greyjoy,The Ghost of Harrenhal,The Iron Islands,Lordsport,115
Black Lorren,The Ghost of Harrenhal,The Iron Islands,Lordsport,115
Yara Greyjoy,The Ghost of Harrenhal,The Iron Islands,Lordsport,115
Dagmer Cleftjaw,The Ghost of Harrenhal,The Iron Islands,Lordsport,115
Theon Greyjoy,The Ghost of Harrenhal,The Iron Islands,Lordsport,6
Dagmer Cleftjaw,The Ghost of Harrenhal,The Iron Islands,Lordsport,6
Yara Greyjoy,The Ghost of Harrenhal,The Iron Islands,Lordsport,6
Theon Greyjoy,The Ghost of Harrenhal,The Iron Islands,Lordsport,73
Dagmer Cleftjaw,The Ghost of Harrenhal,The Iron Islands,Lordsport,73
Arya Stark,The Ghost of Harrenhal,The Riverlands,Harrenhal,190
Tywin Lannister,The Ghost of Harrenhal,The Riverlands,Harrenhal,190
Reginald Lannister,The Ghost of Harrenhal,The Riverlands,Harrenhal,190
Arya Stark,The Ghost of Harrenhal,The Riverlands,Harrenhal,20
Jaqen H'ghar,The Ghost of Harrenhal,The Riverlands,Harrenhal,20
Arya Stark,The Ghost of Harrenhal,The Riverlands,Harrenhal,137
Jaqen H'ghar,The Ghost of Harrenhal,The Riverlands,Harrenhal,137
Jeor Mormont,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,53
Jon Snow,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,53
Samwell Tarly,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,53
Grenn,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,53
Eddison Tollett,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,53
Grenn,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,21
Samwell Tarly,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,107
Eddison Tollett,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,107
Jon Snow,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,107
Grenn,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,107
Ghost,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,107
Tyrion Lannister,The Ghost of Harrenhal,The Crownlands,King's Landing,181
Hallyne,The Ghost of Harrenhal,The Crownlands,King's Landing,181
Bronn,The Ghost of Harrenhal,The Crownlands,King's Landing,181
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,38
Doreah,The Ghost of Harrenhal,Qarth,Qarth,38
Drogon,The Ghost of Harrenhal,Qarth,Qarth,38
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,82
Doreah,The Ghost of Harrenhal,Qarth,Qarth,82
Drogon,The Ghost of Harrenhal,Qarth,Qarth,82
Irri,The Ghost of Harrenhal,Qarth,Qarth,82
Viserion,The Ghost of Harrenhal,Qarth,Qarth,82
Rhaegal,The Ghost of Harrenhal,Qarth,Qarth,82
Irri,The Ghost of Harrenhal,Qarth,Qarth,28
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,28
Doreah,The Ghost of Harrenhal,Qarth,Qarth,28
Qartheen Woman,The Ghost of Harrenhal,Qarth,Qarth,28
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,45
Kovarro,The Ghost of Harrenhal,Qarth,Qarth,45
Jorah Mormont,The Ghost of Harrenhal,Qarth,Qarth,45
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,11
Jorah Mormont,The Ghost of Harrenhal,Qarth,Qarth,11
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,81
Jorah Mormont,The Ghost of Harrenhal,Qarth,Qarth,81
Pyat Pree,The Ghost of Harrenhal,Qarth,Qarth,81
Xaro Xhoan Daxos,The Ghost of Harrenhal,Qarth,Qarth,81
Jorah Mormont,The Ghost of Harrenhal,Qarth,Qarth,24
Quaithe,The Ghost of Harrenhal,Qarth,Qarth,24
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,24
Jorah Mormont,The Ghost of Harrenhal,Qarth,Qarth,23
Quaithe,The Ghost of Harrenhal,Qarth,Qarth,23
Brienne of Tarth,The Ghost of Harrenhal,The Stormlands,The Woods,188
Catelyn Stark,The Ghost of Harrenhal,The Stormlands,The Woods,188
Bran Stark,The Ghost of Harrenhal,The North,Winterfell,56
Rickon Stark,The Ghost of Harrenhal,The North,Winterfell,56
Maester Luwin,The Ghost of Harrenhal,The North,Winterfell,56
Winterfell Shepherd,The Ghost of Harrenhal,The North,Winterfell,56
Hodor,The Ghost of Harrenhal,The North,Winterfell,56
Bran Stark,The Ghost of Harrenhal,The North,Winterfell,41
Rickon Stark,The Ghost of Harrenhal,The North,Winterfell,41
Maester Luwin,The Ghost of Harrenhal,The North,Winterfell,41
Hodor,The Ghost of Harrenhal,The North,Winterfell,41
Rodrik Cassel,The Ghost of Harrenhal,The North,Winterfell,41
Osha,The Ghost of Harrenhal,The North,Winterfell,41
Osha,The Ghost of Harrenhal,The North,Winterfell,112
Hodor,The Ghost of Harrenhal,The North,Winterfell,112
Bran Stark,The Ghost of Harrenhal,The North,Winterfell,112
Samwell Tarly,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,166
Grenn,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,166
Eddison Tollett,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,166
Jeor Mormont,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,166
Jon Snow,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,166
Qhorin Halfhand,The Ghost of Harrenhal,North of the Wall,Fist of the First Men,166
Xaro Xhoan Daxos,The Ghost of Harrenhal,Qarth,Qarth,82
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,82
Xaro Xhoan Daxos,The Ghost of Harrenhal,Qarth,Qarth,91
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,91
Daenerys Targaryen,The Ghost of Harrenhal,Qarth,Qarth,151
Jorah Mormont,The Ghost of Harrenhal,Qarth,Qarth,151
Arya Stark,The Ghost of Harrenhal,The Riverlands,Harrenhal,73
Gendry,The Ghost of Harrenhal,The Riverlands,Harrenhal,73
The Tickler,The Ghost of Harrenhal,The Riverlands,Harrenhal,73
Hot Pie,The Ghost of Harrenhal,The Riverlands,Harrenhal,73
Jaqen H'ghar,The Ghost of Harrenhal,The Riverlands,Harrenhal,73
Maester Luwin,The Old Gods and the New,The North,Winterfell,39
Theon Greyjoy,The Old Gods and the New,The North,Winterfell,40
Bran Stark,The Old Gods and the New,The North,Winterfell,40
Dagmer Cleftjaw,The Old Gods and the New,The North,Winterfell,40
Theon Greyjoy,The Old Gods and the New,The North,Winterfell,50
Bran Stark,The Old Gods and the New,The North,Winterfell,50
Bran Stark,The Old Gods and the New,The North,Winterfell,92
Theon Greyjoy,The Old Gods and the New,The North,Winterfell,92
Hodor,The Old Gods and the New,The North,Winterfell,92
Maester Luwin,The Old Gods and the New,The North,Winterfell,92
Dagmer Cleftjaw,The Old Gods and the New,The North,Winterfell,92
Farlen,The Old Gods and the New,The North,Winterfell,92
Osha,The Old Gods and the New,The North,Winterfell,92
Rickon Stark,The Old Gods and the New,The North,Winterfell,92
Osha,The Old Gods and the New,The North,Winterfell,52
Theon Greyjoy,The Old Gods and the New,The North,Winterfell,52
Hodor,The Old Gods and the New,The North,Winterfell,52
Dagmer Cleftjaw,The Old Gods and the New,The North,Winterfell,52
Bran Stark,The Old Gods and the New,The North,Winterfell,52
Rodrik Cassel,The Old Gods and the New,The North,Winterfell,216
Black Lorren,The Old Gods and the New,The North,Winterfell,216
Osha,The Old Gods and the New,The North,Winterfell,216
Bran Stark,The Old Gods and the New,The North,Winterfell,216
Maester Luwin,The Old Gods and the New,The North,Winterfell,216
Hodor,The Old Gods and the New,The North,Winterfell,216
Theon Greyjoy,The Old Gods and the New,The North,Winterfell,216
Dagmer Cleftjaw,The Old Gods and the New,The North,Winterfell,216
Rickon Stark,The Old Gods and the New,The North,Winterfell,216
Ghost,The Old Gods and the New,North of the Wall,Frostfang Mountains,161
Jon Snow,The Old Gods and the New,North of the Wall,Frostfang Mountains,161
Qhorin Halfhand,The Old Gods and the New,North of the Wall,Frostfang Mountains,161
Arya Stark,The Old Gods and the New,The Riverlands,Harrenhal,98
Tywin Lannister,The Old Gods and the New,The Riverlands,Harrenhal,98
Amory Lorch,The Old Gods and the New,The Riverlands,Harrenhal,98
Arya Stark,The Old Gods and the New,The Riverlands,Harrenhal,178
Tywin Lannister,The Old Gods and the New,The Riverlands,Harrenhal,178
Petyr Baelish,The Old Gods and the New,The Riverlands,Harrenhal,178
Jon Snow,The Old Gods and the New,North of the Wall,Frostfang Mountains,198
Qhorin Halfhand,The Old Gods and the New,North of the Wall,Frostfang Mountains,198
Ygritte,The Old Gods and the New,North of the Wall,Frostfang Mountains,198
Jon Snow,The Old Gods and the New,North of the Wall,Frostfang Mountains,94
Ygritte,The Old Gods and the New,North of the Wall,Frostfang Mountains,94
Jon Snow,The Old Gods and the New,North of the Wall,Frostfang Mountains,89
Ygritte,The Old Gods and the New,North of the Wall,Frostfang Mountains,89
Myrcella Baratheon,The Old Gods and the New,The Crownlands,King's Landing,57
High Septon,The Old Gods and the New,The Crownlands,King's Landing,57
Cersei Lannister,The Old Gods and the New,The Crownlands,King's Landing,57
Tyrion Lannister,The Old Gods and the New,The Crownlands,King's Landing,57
Sandor Clegane,The Old Gods and the New,The Crownlands,King's Landing,57
Tommen Baratheon,The Old Gods and the New,The Crownlands,King's Landing,57
Tommen Baratheon,The Old Gods and the New,The Crownlands,King's Landing,23
Joffrey Baratheon,The Old Gods and the New,The Crownlands,King's Landing,23
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,23
Meryn Trant,The Old Gods and the New,The Crownlands,King's Landing,23
Joffrey Baratheon,The Old Gods and the New,The Crownlands,King's Landing,11
Meryn Trant,The Old Gods and the New,The Crownlands,King's Landing,11
Tommen Baratheon,The Old Gods and the New,The Crownlands,King's Landing,11
Cersei Lannister,The Old Gods and the New,The Crownlands,King's Landing,11
Sandor Clegane,The Old Gods and the New,The Crownlands,King's Landing,11
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,11
Joffrey Baratheon,The Old Gods and the New,The Crownlands,King's Landing,27
Sandor Clegane,The Old Gods and the New,The Crownlands,King's Landing,27
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,27
Meryn Trant,The Old Gods and the New,The Crownlands,King's Landing,27
Cersei Lannister,The Old Gods and the New,The Crownlands,King's Landing,27
Tyrion Lannister,The Old Gods and the New,The Crownlands,King's Landing,27
Tommen Baratheon,The Old Gods and the New,The Crownlands,King's Landing,27
Joffrey Baratheon,The Old Gods and the New,The Crownlands,King's Landing,90
Sandor Clegane,The Old Gods and the New,The Crownlands,King's Landing,90
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,90
Meryn Trant,The Old Gods and the New,The Crownlands,King's Landing,90
Cersei Lannister,The Old Gods and the New,The Crownlands,King's Landing,90
Tyrion Lannister,The Old Gods and the New,The Crownlands,King's Landing,90
High Septon,The Old Gods and the New,The Crownlands,King's Landing,90
Meryn Trant,The Old Gods and the New,The Crownlands,King's Landing,4
Joffrey Baratheon,The Old Gods and the New,The Crownlands,King's Landing,4
Cersei Lannister,The Old Gods and the New,The Crownlands,King's Landing,5
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,10
King's Landing Rioter #1,The Old Gods and the New,The Crownlands,King's Landing,10
King's Landing Rioter #2,The Old Gods and the New,The Crownlands,King's Landing,10
King's Landing Rioter #3,The Old Gods and the New,The Crownlands,King's Landing,10
Joffrey Baratheon,The Old Gods and the New,The Crownlands,King's Landing,43
Tyrion Lannister,The Old Gods and the New,The Crownlands,King's Landing,43
Meryn Trant,The Old Gods and the New,The Crownlands,King's Landing,43
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,14
King's Landing Rioter #1,The Old Gods and the New,The Crownlands,King's Landing,14
King's Landing Rioter #2,The Old Gods and the New,The Crownlands,King's Landing,14
King's Landing Rioter #3,The Old Gods and the New,The Crownlands,King's Landing,14
Joffrey Baratheon,The Old Gods and the New,The Crownlands,King's Landing,9
Tyrion Lannister,The Old Gods and the New,The Crownlands,King's Landing,9
Meryn Trant,The Old Gods and the New,The Crownlands,King's Landing,9
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,41
King's Landing Rioter #1,The Old Gods and the New,The Crownlands,King's Landing,41
King's Landing Rioter #2,The Old Gods and the New,The Crownlands,King's Landing,41
King's Landing Rioter #3,The Old Gods and the New,The Crownlands,King's Landing,41
Sandor Clegane,The Old Gods and the New,The Crownlands,King's Landing,41
Joffrey Baratheon,The Old Gods and the New,The Crownlands,King's Landing,19
Tyrion Lannister,The Old Gods and the New,The Crownlands,King's Landing,19
Meryn Trant,The Old Gods and the New,The Crownlands,King's Landing,19
Sandor Clegane,The Old Gods and the New,The Crownlands,King's Landing,19
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,19
Daenerys Targaryen,The Old Gods and the New,Qarth,Qarth,40
Xaro Xhoan Daxos,The Old Gods and the New,Qarth,Qarth,40
Kovarro,The Old Gods and the New,Qarth,Qarth,40
Daenerys Targaryen,The Old Gods and the New,Qarth,Qarth,240
Xaro Xhoan Daxos,The Old Gods and the New,Qarth,Qarth,240
Kovarro,The Old Gods and the New,Qarth,Qarth,240
Spice King,The Old Gods and the New,Qarth,Qarth,240
Arya Stark,The Old Gods and the New,The Riverlands,Harrenhal,150
Tywin Lannister,The Old Gods and the New,The Riverlands,Harrenhal,150
Arya Stark,The Old Gods and the New,The Riverlands,Harrenhal,18
Arya Stark,The Old Gods and the New,The Riverlands,Harrenhal,61
Amory Lorch,The Old Gods and the New,The Riverlands,Harrenhal,61
Arya Stark,The Old Gods and the New,The Riverlands,Harrenhal,29
Jaqen H'ghar,The Old Gods and the New,The Riverlands,Harrenhal,29
Tywin Lannister,The Old Gods and the New,The Riverlands,Harrenhal,10
Amory Lorch,The Old Gods and the New,The Riverlands,Harrenhal,10
Robb Stark,The Old Gods and the New,The Westerlands,Camp of the North,36
Quent,The Old Gods and the New,The Westerlands,Camp of the North,36
Robb Stark,The Old Gods and the New,The Westerlands,Camp of the North,97
Talisa Maegyr,The Old Gods and the New,The Westerlands,Camp of the North,97
Robb Stark,The Old Gods and the New,The Westerlands,Camp of the North,46
Talisa Maegyr,The Old Gods and the New,The Westerlands,Camp of the North,46
Catelyn Stark,The Old Gods and the New,The Westerlands,Camp of the North,46
Brienne of Tarth,The Old Gods and the New,The Westerlands,Camp of the North,46
Robb Stark,The Old Gods and the New,The Westerlands,Camp of the North,34
Catelyn Stark,The Old Gods and the New,The Westerlands,Camp of the North,34
Brienne of Tarth,The Old Gods and the New,The Westerlands,Camp of the North,34
Roose Bolton,The Old Gods and the New,The Westerlands,Camp of the North,34
Jon Snow,The Old Gods and the New,North of the Wall,Frostfang Mountains,164
Ygritte,The Old Gods and the New,North of the Wall,Frostfang Mountains,164
Robb Stark,The Old Gods and the New,The Westerlands,Camp of the North,81
Catelyn Stark,The Old Gods and the New,The Westerlands,Camp of the North,81
Roose Bolton,The Old Gods and the New,The Westerlands,Camp of the North,81
Theon Greyjoy,The Old Gods and the New,The North,Winterfell,108
Osha,The Old Gods and the New,The North,Winterfell,108
Sansa Stark,The Old Gods and the New,The Crownlands,King's Landing,53
Shae,The Old Gods and the New,The Crownlands,King's Landing,53
Theon Greyjoy,The Old Gods and the New,The North,Winterfell,33
Osha,The Old Gods and the New,The North,Winterfell,33
Osha,The Old Gods and the New,The North,Winterfell,41
Drennan,The Old Gods and the New,The North,Winterfell,41
Osha,The Old Gods and the New,The North,Winterfell,19
Rickon Stark,The Old Gods and the New,The North,Winterfell,19
Hodor,The Old Gods and the New,The North,Winterfell,19
Bran Stark,The Old Gods and the New,The North,Winterfell,19
Summer,The Old Gods and the New,The North,Winterfell,19
Shaggydog,The Old Gods and the New,The North,Winterfell,19
Daenerys Targaryen,The Old Gods and the New,Qarth,Qarth,50
Xaro Xhoan Daxos,The Old Gods and the New,Qarth,Qarth,50
Kovarro,The Old Gods and the New,Qarth,Qarth,50
Daenerys Targaryen,The Old Gods and the New,Qarth,Qarth,44
Xaro Xhoan Daxos,The Old Gods and the New,Qarth,Qarth,44
Kovarro,The Old Gods and the New,Qarth,Qarth,44
Irri,The Old Gods and the New,Qarth,Qarth,44
Drogon,The Old Gods and the New,Qarth,Qarth,20
Viserion,The Old Gods and the New,Qarth,Qarth,20
Rhaegal,The Old Gods and the New,Qarth,Qarth,20
Theon Greyjoy,A Man Without Honor,The North,Winterfell,14
Theon Greyjoy,A Man Without Honor,The North,Winterfell,60
Black Lorren,A Man Without Honor,The North,Winterfell,60
Dagmer Cleftjaw,A Man Without Honor,The North,Winterfell,60
Drennan,A Man Without Honor,The North,Winterfell,60
Theon Greyjoy,A Man Without Honor,The North,Outside Winterfell,81
Maester Luwin,A Man Without Honor,The North,Outside Winterfell,81
Dagmer Cleftjaw,A Man Without Honor,The North,Outside Winterfell,81
Osha,A Man Without Honor,The North,Outside Winterfell,61
Rickon Stark,A Man Without Honor,The North,Outside Winterfell,61
Hodor,A Man Without Honor,The North,Outside Winterfell,61
Bran Stark,A Man Without Honor,The North,Outside Winterfell,61
Summer,A Man Without Honor,The North,Outside Winterfell,61
Shaggydog,A Man Without Honor,The North,Outside Winterfell,61
Jon Snow,A Man Without Honor,North of the Wall,Frostfang Mountains,92
Ygritte,A Man Without Honor,North of the Wall,Frostfang Mountains,92
Jon Snow,A Man Without Honor,North of the Wall,Frostfang Mountains,117
