name,episode,location,sub_location,time
Daenerys Targaryen,S03E08,Yunkai,Outside Yunkai,4
Jorah Mormont,S03E08,Yunkai,Outside Yunkai,4
Grey Worm,S03E08,Yunkai,Outside Yunkai,4
Gendry,S03E08,The Crownlands,Dragonstone,27
Melisandre,S03E08,The Crownlands,Dragonstone,27
Stannis Baratheon,S03E08,The Crownlands,Dragonstone,44
Gendry,S03E08,The Crownlands,Dragonstone,44
Melisandre,S03E08,The Crownlands,Dragonstone,44
Stannis Baratheon,S03E08,The Crownlands,Dragonstone,40
Melisandre,S03E08,The Crownlands,Dragonstone,40
Davos Seaworth,S03E08,The Crownlands,Dragonstone,47
Davos Seaworth,S03E08,The Crownlands,Dragonstone,233
Stannis Baratheon,S03E08,The Crownlands,Dragonstone,233
Mero,S03E08,Yunkai,Outside Yunkai,124
Prendahl na Ghezn,S03E08,Yunkai,Outside Yunkai,124
Daario Naharis,S03E08,Yunkai,Outside Yunkai,124
Yunkai'i Whore,S03E08,Yunkai,Outside Yunkai,124
Sansa Stark,S03E08,The Crownlands,King's Landing,61
Shae,S03E08,The Crownlands,King's Landing,61
Tyrion Lannister,S03E08,The Crownlands,King's Landing,61
Podrick Payne,S03E08,The Crownlands,King's Landing,61
Sansa Stark,S03E08,The Crownlands,King's Landing,85
Tyrion Lannister,S03E08,The Crownlands,King's Landing,85
Cersei Lannister,S03E08,The Crownlands,King's Landing,42
Margaery Tyrell,S03E08,The Crownlands,King's Landing,42
Loras Tyrell,S03E08,The Crownlands,King's Landing,42
Cersei Lannister,S03E08,The Crownlands,King's Landing,77
Margaery Tyrell,S03E08,The Crownlands,King's Landing,77
Sansa Stark,S03E08,The Crownlands,King's Landing,185
Tyrion Lannister,S03E08,The Crownlands,King's Landing,185
Joffrey Baratheon,S03E08,The Crownlands,King's Landing,185
Bronn,S03E08,The Crownlands,King's Landing,185
Margaery Tyrell,S03E08,The Crownlands,King's Landing,185
Loras Tyrell,S03E08,The Crownlands,King's Landing,185
Olenna Tyrell,S03E08,The Crownlands,King's Landing,185
Cersei Lannister,S03E08,The Crownlands,King's Landing,185
Tywin Lannister,S03E08,The Crownlands,King's Landing,185
Grand Maester Pycelle,S03E08,The Crownlands,King's Landing,185
Lord Varys,S03E08,The Crownlands,King's Landing,185
High Septon,S03E08,The Crownlands,King's Landing,185
Gendry,S03E08,The Crownlands,Dragonstone,334
Melisandre,S03E08,The Crownlands,Dragonstone,334
Gendry,S03E08,The Crownlands,Dragonstone,74
Melisandre,S03E08,The Crownlands,Dragonstone,74
Davos Seaworth,S03E08,The Crownlands,Dragonstone,74
Stannis Baratheon,S03E08,The Crownlands,Dragonstone,74
Joffrey Baratheon,S03E08,The Crownlands,King's Landing,5
Cersei Lannister,S03E08,The Crownlands,King's Landing,5
Tywin Lannister,S03E08,The Crownlands,King's Landing,5
Grand Maester Pycelle,S03E08,The Crownlands,King's Landing,5
Sansa Stark,S03E08,The Crownlands,King's Landing,11
Tyrion Lannister,S03E08,The Crownlands,King's Landing,11
Olenna Tyrell,S03E08,The Crownlands,King's Landing,33
Margaery Tyrell,S03E08,The Crownlands,King's Landing,33
Loras Tyrell,S03E08,The Crownlands,King's Landing,33
Joffrey Baratheon,S03E08,The Crownlands,King's Landing,33
Cersei Lannister,S03E08,The Crownlands,King's Landing,33
Tywin Lannister,S03E08,The Crownlands,King's Landing,33
Tyrion Lannister,S03E08,The Crownlands,King's Landing,33
Sansa Stark,S03E08,The Crownlands,King's Landing,33
Olenna Tyrell,S03E08,The Crownlands,King's Landing,26
Tyrion Lannister,S03E08,The Crownlands,King's Landing,26
Sansa Stark,S03E08,The Crownlands,King's Landing,26
Tywin Lannister,S03E08,The Crownlands,King's Landing,26
Joffrey Baratheon,S03E08,The Crownlands,King's Landing,26
Cersei Lannister,S03E08,The Crownlands,King's Landing,26
Joffrey Baratheon,S03E08,The Crownlands,King's Landing,16
Cersei Lannister,S03E08,The Crownlands,King's Landing,16
Margaery Tyrell,S03E08,The Crownlands,King's Landing,16
Cersei Lannister,S03E08,The Crownlands,King's Landing,11
Tyrion Lannister,S03E08,The Crownlands,King's Landing,4
Sansa Stark,S03E08,The Crownlands,King's Landing,4
Lord Varys,S03E08,The Crownlands,King's Landing,4
Shae,S03E08,The Crownlands,King's Landing,4
Tyrion Lannister,S03E08,The Crownlands,King's Landing,65
Tywin Lannister,S03E08,The Crownlands,King's Landing,65
Margaery Tyrell,S03E08,The Crownlands,King's Landing,9
Olenna Tyrell,S03E08,The Crownlands,King's Landing,9
Grand Maester Pycelle,S03E08,The Crownlands,King's Landing,9
Tyrion Lannister,S03E08,The Crownlands,King's Landing,9
Tywin Lannister,S03E08,The Crownlands,King's Landing,9
Loras Tyrell,S03E08,The Crownlands,King's Landing,11
Tyrion Lannister,S03E08,The Crownlands,King's Landing,11
Loras Tyrell,S03E08,The Crownlands,King's Landing,34
Cersei Lannister,S03E08,The Crownlands,King's Landing,34
Lord Varys,S03E08,The Crownlands,King's Landing,5
Sansa Stark,S03E08,The Crownlands,King's Landing,15
Shae,S03E08,The Crownlands,King's Landing,15
Joffrey Baratheon,S03E08,The Crownlands,King's Landing,15
Sansa Stark,S03E08,The Crownlands,King's Landing,32
Joffrey Baratheon,S03E08,The Crownlands,King's Landing,32
Joffrey Baratheon,S03E08,The Crownlands,King's Landing,112
Sansa Stark,S03E08,The Crownlands,King's Landing,112
Tyrion Lannister,S03E08,The Crownlands,King's Landing,112
Margaery Tyrell,S03E08,The Crownlands,King's Landing,112
Tywin Lannister,S03E08,The Crownlands,King's Landing,112
Sansa Stark,S03E08,The Crownlands,King's Landing,5
Tyrion Lannister,S03E08,The Crownlands,King's Landing,5
Grand Maester Pycelle,S03E08,The Crownlands,King's Landing,5
Sansa Stark,S03E08,The Crownlands,King's Landing,244
Tyrion Lannister,S03E08,The Crownlands,King's Landing,244
Daario Naharis,S03E08,Yunkai,Outside Yunkai,19
Daenerys Targaryen,S03E08,Yunkai,Outside Yunkai,48
Missandei,S03E08,Yunkai,Outside Yunkai,48
Daenerys Targaryen,S03E08,Yunkai,Outside Yunkai,62
Missandei,S03E08,Yunkai,Outside Yunkai,62
Daario Naharis,S03E08,Yunkai,Outside Yunkai,62
Daenerys Targaryen,S03E08,Yunkai,Outside Yunkai,5
Missandei,S03E08,Yunkai,Outside Yunkai,5
Daario Naharis,S03E08,Yunkai,Outside Yunkai,5
Mero,S03E08,Yunkai,Outside Yunkai,5
Prendahl na Ghezn,S03E08,Yunkai,Outside Yunkai,5
Daenerys Targaryen,S03E08,Yunkai,Outside Yunkai,103
Missandei,S03E08,Yunkai,Outside Yunkai,103
Daario Naharis,S03E08,Yunkai,Outside Yunkai,103
Sansa Stark,S03E08,The Crownlands,King's Landing,53
Shae,S03E08,The Crownlands,King's Landing,53
Tyrion Lannister,S03E08,The Crownlands,King's Landing,53
Samwell Tarly,S03E08,North of the Wall,Destroyed Cabin,293
Gilly,S03E08,North of the Wall,Destroyed Cabin,293
Baby Sam,S03E08,North of the Wall,Destroyed Cabin,293
Samwell Tarly,S03E08,North of the Wall,Destroyed Cabin,34
Samwell Tarly,S03E08,North of the Wall,Destroyed Cabin,19
Gilly,S03E08,North of the Wall,Destroyed Cabin,19
Baby Sam,S03E08,North of the Wall,Destroyed Cabin,19
Samwell Tarly,S03E08,North of the Wall,Destroyed Cabin,63
Gilly,S03E08,North of the Wall,Destroyed Cabin,63
Baby Sam,S03E08,North of the Wall,Destroyed Cabin,63
White Walker,S03E08,North of the Wall,Destroyed Cabin,63
Samwell Tarly,S03E08,North of the Wall,Destroyed Cabin,16
Gilly,S03E08,North of the Wall,Destroyed Cabin,16
Baby Sam,S03E08,North of the Wall,Destroyed Cabin,16
Robb Stark,S03E09,The Riverlands,The Twins,116
Catelyn Stark,S03E09,The Riverlands,The Twins,116
Grey Wind,S03E09,The Riverlands,The Twins,22
Robb Stark,S03E09,The Riverlands,The Twins,307
Catelyn Stark,S03E09,The Riverlands,The Twins,307
Brynden Tully,S03E09,The Riverlands,The Twins,307
Talisa Maegyr,S03E09,The Riverlands,The Twins,307
Walder Frey,S03E09,The Riverlands,The Twins,307
Lothar Frey,S03E09,The Riverlands,The Twins,307
Black Walder Rivers,S03E09,The Riverlands,The Twins,307
Edmure Tully,S03E09,The Riverlands,The Twins,307
Joyeuse Erenford,S03E09,The Riverlands,The Twins,307
Merry Frey,S03E09,The Riverlands,The Twins,307
Daenerys Targaryen,S03E09,Yunkai,Outside Yunkai,93
Jorah Mormont,S03E09,Yunkai,Outside Yunkai,93
Barristan Selmy,S03E09,Yunkai,Outside Yunkai,93
Grey Worm,S03E09,Yunkai,Outside Yunkai,93
Daario Naharis,S03E09,Yunkai,Outside Yunkai,93
Daenerys Targaryen,S03E09,Yunkai,Outside Yunkai,20
Jorah Mormont,S03E09,Yunkai,Outside Yunkai,20
Barristan Selmy,S03E09,Yunkai,Outside Yunkai,20
Samwell Tarly,S03E09,North of the Wall,Near Nightfort,98
Gilly,S03E09,North of the Wall,Near Nightfort,98
Baby Sam,S03E09,North of the Wall,Near Nightfort,98
Sandor Clegane,S03E09,The Riverlands,To The Twins,105
Arya Stark,S03E09,The Riverlands,To The Twins,105
Hog Farmer,S03E09,The Riverlands,To The Twins,105
Rickon Stark,S03E09,The North,The Gift,59
Osha,S03E09,The North,The Gift,59
Meera Reed,S03E09,The North,The Gift,59
Jojen Reed,S03E09,The North,The Gift,59
Hodor,S03E09,The North,The Gift,59
Bran Stark,S03E09,The North,The Gift,59
Old Man,S03E09,The North,The Gift,9
Tormund Giantsbane,S03E09,The North,The Gift,88
Ygritte,S03E09,The North,The Gift,88
Orell,S03E09,The North,The Gift,88
Jon Snow,S03E09,The North,The Gift,88
Old Man,S03E09,The North,The Gift,5
Tormund Giantsbane,S03E09,The North,The Gift,13
Ygritte,S03E09,The North,The Gift,13
Orell,S03E09,The North,The Gift,13
Jon Snow,S03E09,The North,The Gift,13
Old Man,S03E09,The North,The Gift,13
Ygritte,S03E09,The North,The Gift,7
Jon Snow,S03E09,The North,The Gift,7
Arya Stark,S03E09,The Riverlands,To The Twins,149
Sandor Clegane,S03E09,The Riverlands,To The Twins,149
Rickon Stark,S03E09,The North,The Gift,97
Osha,S03E09,The North,The Gift,97
Meera Reed,S03E09,The North,The Gift,97
Jojen Reed,S03E09,The North,The Gift,97
Hodor,S03E09,The North,The Gift,97
Bran Stark,S03E09,The North,The Gift,97
Orell,S03E09,The North,The Gift,4
Rickon Stark,S03E09,The North,The Gift,14
Osha,S03E09,The North,The Gift,14
Meera Reed,S03E09,The North,The Gift,14
Jojen Reed,S03E09,The North,The Gift,14
Hodor,S03E09,The North,The Gift,14
Bran Stark,S03E09,The North,The Gift,14
Orell,S03E09,The North,The Gift,5
Rickon Stark,S03E09,The North,The Gift,32
Osha,S03E09,The North,The Gift,32
Meera Reed,S03E09,The North,The Gift,32
Jojen Reed,S03E09,The North,The Gift,32
Hodor,S03E09,The North,The Gift,32
Bran Stark,S03E09,The North,The Gift,32
Ygritte,S03E09,The North,The Gift,55
Jon Snow,S03E09,The North,The Gift,55
Old Man,S03E09,The North,The Gift,55
Orell,S03E09,The North,The Gift,55
Tormund Giantsbane,S03E09,The North,The Gift,55
Summer,S03E09,The North,The Gift,4
Shaggydog,S03E09,The North,The Gift,4
Ygritte,S03E09,The North,The Gift,18
Jon Snow,S03E09,The North,The Gift,18
Old Man,S03E09,The North,The Gift,18
Orell,S03E09,The North,The Gift,18
Tormund Giantsbane,S03E09,The North,The Gift,18
Bran Stark,S03E09,The North,The Gift,23
Jojen Reed,S03E09,The North,The Gift,23
Ygritte,S03E09,The North,The Gift,42
Jon Snow,S03E09,The North,The Gift,42
Old Man,S03E09,The North,The Gift,42
Orell,S03E09,The North,The Gift,42
Tormund Giantsbane,S03E09,The North,The Gift,42
Ygritte,S03E09,The North,The Gift,26
Jon Snow,S03E09,The North,The Gift,26
Orell,S03E09,The North,The Gift,26
Tormund Giantsbane,S03E09,The North,The Gift,26
Ygritte,S03E09,The North,The Gift,18
Tormund Giantsbane,S03E09,The North,The Gift,18
Bran Stark,S03E09,The North,The Gift,13
Jojen Reed,S03E09,The North,The Gift,13
Rickon Stark,S03E09,The North,The Gift,13
Osha,S03E09,The North,The Gift,13
Meera Reed,S03E09,The North,The Gift,13
Summer,S03E09,The North,The Gift,42
Jon Snow,S03E09,The North,The Gift,42
Orell,S03E09,The North,The Gift,42
Shaggydog,S03E09,The North,The Gift,42
Jon Snow,S03E09,The North,The Gift,20
Tormund Giantsbane,S03E09,The North,The Gift,20
Ygritte,S03E09,The North,The Gift,20
Daario Naharis,S03E09,Yunkai,Yunkai,13
Jorah Mormont,S03E09,Yunkai,Yunkai,13
Grey Worm,S03E09,Yunkai,Yunkai,13
Daario Naharis,S03E09,Yunkai,Yunkai,7
Jorah Mormont,S03E09,Yunkai,Yunkai,23
Grey Worm,S03E09,Yunkai,Yunkai,23
Daario Naharis,S03E09,Yunkai,Yunkai,69
Jorah Mormont,S03E09,Yunkai,Yunkai,69
Grey Worm,S03E09,Yunkai,Yunkai,69
Walder Frey,S03E09,The Riverlands,The Twins,157
Septon,S03E09,The Riverlands,The Twins,157
Robb Stark,S03E09,The Riverlands,The Twins,157
Talisa Maegyr,S03E09,The Riverlands,The Twins,157
Wendel Manderly,S03E09,The Riverlands,The Twins,157
Brynden Tully,S03E09,The Riverlands,The Twins,157
Catelyn Stark,S03E09,The Riverlands,The Twins,157
Roose Bolton,S03E09,The Riverlands,The Twins,157
Edmure Tully,S03E09,The Riverlands,The Twins,157
Roslin Frey,S03E09,The Riverlands,The Twins,157
Bran Stark,S03E09,The North,The Gift,191
Jojen Reed,S03E09,The North,The Gift,191
Rickon Stark,S03E09,The North,The Gift,191
Osha,S03E09,The North,The Gift,191
Meera Reed,S03E09,The North,The Gift,191
Hodor,S03E09,The North,The Gift,191
Rickon Stark,S03E09,The North,The Gift,9
Osha,S03E09,The North,The Gift,9
Shaggydog,S03E09,The North,The Gift,9
Barristan Selmy,S03E09,Yunkai,Yunkai,15
Daenerys Targaryen,S03E09,Yunkai,Yunkai,15
Missandei,S03E09,Yunkai,Yunkai,15
Barristan Selmy,S03E09,Yunkai,Yunkai,34
Daenerys Targaryen,S03E09,Yunkai,Yunkai,34
Missandei,S03E09,Yunkai,Yunkai,34
Jorah Mormont,S03E09,Yunkai,Yunkai,34
Grey Worm,S03E09,Yunkai,Yunkai,34
Barristan Selmy,S03E09,Yunkai,Yunkai,21
Daenerys Targaryen,S03E09,Yunkai,Yunkai,21
Missandei,S03E09,Yunkai,Yunkai,21
Jorah Mormont,S03E09,Yunkai,Yunkai,21
Grey Worm,S03E09,Yunkai,Yunkai,21
Daario Naharis,S03E09,Yunkai,Yunkai,21
Walder Frey,S03E09,The Riverlands,The Twins,37
Roslin Frey,S03E09,The Riverlands,The Twins,37
Edmure Tully,S03E09,The Riverlands,The Twins,37
Joyeuse Erenford,S03E09,The Riverlands,The Twins,37
Talisa Maegyr,S03E09,The Riverlands,The Twins,37
Lothar Frey,S03E09,The Riverlands,The Twins,37
Robb Stark,S03E09,The Riverlands,The Twins,37
Catelyn Stark,S03E09,The Riverlands,The Twins,37
Roose Bolton,S03E09,The Riverlands,The Twins,37
Brynden Tully,S03E09,The Riverlands,The Twins,37
Wendel Manderly,S03E09,The Riverlands,The Twins,37
Black Walder Rivers,S03E09,The Riverlands,The Twins,37
Roslin Frey,S03E09,The Riverlands,The Twins,50
Edmure Tully,S03E09,The Riverlands,The Twins,50
Catelyn Stark,S03E09,The Riverlands,The Twins,50
Roose Bolton,S03E09,The Riverlands,The Twins,50
Brynden Tully,S03E09,The Riverlands,The Twins,50
Talisa Maegyr,S03E09,The Riverlands,The Twins,7
Robb Stark,S03E09,The Riverlands,The Twins,7
Catelyn Stark,S03E09,The Riverlands,The Twins,7
Roose Bolton,S03E09,The Riverlands,The Twins,7
Brynden Tully,S03E09,The Riverlands,The Twins,7
Talisa Maegyr,S03E09,The Riverlands,The Twins,38
Robb Stark,S03E09,The Riverlands,The Twins,38
Lothar Frey,S03E09,The Riverlands,The Twins,38
Catelyn Stark,S03E09,The Riverlands,The Twins,38
Roose Bolton,S03E09,The Riverlands,The Twins,38
Roslin Frey,S03E09,The Riverlands,The Twins,38
Edmure Tully,S03E09,The Riverlands,The Twins,38
Walder Frey,S03E09,The Riverlands,The Twins,38
Roslin Frey,S03E09,The Riverlands,The Twins,57
Edmure Tully,S03E09,The Riverlands,The Twins,57
Walder Frey,S03E09,The Riverlands,The Twins,57
Talisa Maegyr,S03E09,The Riverlands,The Twins,57
Robb Stark,S03E09,The Riverlands,The Twins,57
Lothar Frey,S03E09,The Riverlands,The Twins,57
Catelyn Stark,S03E09,The Riverlands,The Twins,57
Roose Bolton,S03E09,The Riverlands,The Twins,57
Joyeuse Erenford,S03E09,The Riverlands,The Twins,57
Talisa Maegyr,S03E09,The Riverlands,The Twins,40
Robb Stark,S03E09,The Riverlands,The Twins,40
Catelyn Stark,S03E09,The Riverlands,The Twins,40
Roose Bolton,S03E09,The Riverlands,The Twins,40
Roslin Frey,S03E09,The Riverlands,The Twins,40
Edmure Tully,S03E09,The Riverlands,The Twins,40
Walder Frey,S03E09,The Riverlands,The Twins,40
Lothar Frey,S03E09,The Riverlands,The Twins,40
Talisa Maegyr,S03E09,The Riverlands,The Twins,7
Robb Stark,S03E09,The Riverlands,The Twins,7
Catelyn Stark,S03E09,The Riverlands,The Twins,7
Roose Bolton,S03E09,The Riverlands,The Twins,7
Catelyn Stark,S03E09,The Riverlands,The Twins,18
Roose Bolton,S03E09,The Riverlands,The Twins,18
Talisa Maegyr,S03E09,The Riverlands,The Twins,57
Robb Stark,S03E09,The Riverlands,The Twins,57
Talisa Maegyr,S03E09,The Riverlands,The Twins,12
Robb Stark,S03E09,The Riverlands,The Twins,12
Catelyn Stark,S03E09,The Riverlands,The Twins,12
Catelyn Stark,S03E09,The Riverlands,The Twins,32
Grey Wind,S03E09,The Riverlands,The Twins,9
Arya Stark,S03E09,The Riverlands,The Twins,23
Sandor Clegane,S03E09,The Riverlands,The Twins,23
Arya Stark,S03E09,The Riverlands,The Twins,23
Sandor Clegane,S03E09,The Riverlands,The Twins,23
Frey Guard,S03E09,The Riverlands,The Twins,23
Sandor Clegane,S03E09,The Riverlands,The Twins,7
Frey Guard,S03E09,The Riverlands,The Twins,7
Catelyn Stark,S03E09,The Riverlands,The Twins,42
Robb Stark,S03E09,The Riverlands,The Twins,42
Walder Frey,S03E09,The Riverlands,The Twins,42
Joyeuse Erenford,S03E09,The Riverlands,The Twins,42
Talisa Maegyr,S03E09,The Riverlands,The Twins,42
Roose Bolton,S03E09,The Riverlands,The Twins,42
Talisa Maegyr,S03E09,The Riverlands,The Twins,20
Lothar Frey,S03E09,The Riverlands,The Twins,20
Robb Stark,S03E09,The Riverlands,The Twins,20
Walder Frey,S03E09,The Riverlands,The Twins,20
Wendel Manderly,S03E09,The Riverlands,The Twins,20
Catelyn Stark,S03E09,The Riverlands,The Twins,10
Walder Frey,S03E09,The Riverlands,The Twins,10
Joyeuse Erenford,S03E09,The Riverlands,The Twins,10
Walder Frey,S03E09,The Riverlands,The Twins,3
Arya Stark,S03E09,The Riverlands,The Twins,35
Arya Stark,S03E09,The Riverlands,The Twins,41
Grey Wind,S03E09,The Riverlands,The Twins,41
Arya Stark,S03E09,The Riverlands,The Twins,24
Sandor Clegane,S03E09,The Riverlands,The Twins,24
Catelyn Stark,S03E09,The Riverlands,The Twins,11
Walder Frey,S03E09,The Riverlands,The Twins,11
Joyeuse Erenford,S03E09,The Riverlands,The Twins,11
Robb Stark,S03E09,The Riverlands,The Twins,28
Talisa Maegyr,S03E09,The Riverlands,The Twins,28
Walder Frey,S03E09,The Riverlands,The Twins,28
Catelyn Stark,S03E09,The Riverlands,The Twins,86
Joyeuse Erenford,S03E09,The Riverlands,The Twins,86
Walder Frey,S03E09,The Riverlands,The Twins,86
Robb Stark,S03E09,The Riverlands,The Twins,86
Talisa Maegyr,S03E09,The Riverlands,The Twins,86
Catelyn Stark,S03E09,The Riverlands,The Twins,18
Joyeuse Erenford,S03E09,The Riverlands,The Twins,18
Robb Stark,S03E09,The Riverlands,The Twins,18
Roose Bolton,S03E09,The Riverlands,The Twins,18
Catelyn Stark,S03E09,The Riverlands,The Twins,29
Walder Frey,S03E09,The Riverlands,The Twins,29
Joyeuse Erenford,S03E09,The Riverlands,The Twins,29
Black Walder Rivers,S03E09,The Riverlands,The Twins,29
Roose Bolton,S03E10,The Riverlands,The Twins,18
Sandor Clegane,S03E10,The Riverlands,The Twins,15
Arya Stark,S03E10,The Riverlands,The Twins,15
Sandor Clegane,S03E10,The Riverlands,The Twins,21
Arya Stark,S03E10,The Riverlands,The Twins,21
Robb Stark,S03E10,The Riverlands,The Twins,21
Grey Wind,S03E10,The Riverlands,The Twins,21
Sandor Clegane,S03E10,The Riverlands,The Twins,15
Arya Stark,S03E10,The Riverlands,The Twins,15
Sansa Stark,S03E10,The Crownlands,King's Landing,23
Tyrion Lannister,S03E10,The Crownlands,King's Landing,23
Shae,S03E10,The Crownlands,King's Landing,23
Desmond Crakehall,S03E10,The Crownlands,King's Landing,23
Eldrick Sarsfield,S03E10,The Crownlands,King's Landing,23
Sansa Stark,S03E10,The Crownlands,King's Landing,80
Tyrion Lannister,S03E10,The Crownlands,King's Landing,80
Shae,S03E10,The Crownlands,King's Landing,80
Sansa Stark,S03E10,The Crownlands,King's Landing,9
Tyrion Lannister,S03E10,The Crownlands,King's Landing,9
Podrick Payne,S03E10,The Crownlands,King's Landing,9
Tyrion Lannister,S03E10,The Crownlands,King's Landing,200
Tywin Lannister,S03E10,The Crownlands,King's Landing,200
Joffrey Baratheon,S03E10,The Crownlands,King's Landing,200
Cersei Lannister,S03E10,The Crownlands,King's Landing,200
Lord Varys,S03E10,The Crownlands,King's Landing,200
Grand Maester Pycelle,S03E10,The Crownlands,King's Landing,200
Tyrion Lannister,S03E10,The Crownlands,King's Landing,18
Tywin Lannister,S03E10,The Crownlands,King's Landing,18
Lord Varys,S03E10,The Crownlands,King's Landing,18
Tyrion Lannister,S03E10,The Crownlands,King's Landing,206
Tywin Lannister,S03E10,The Crownlands,King's Landing,206
Tyrion Lannister,S03E10,The Crownlands,King's Landing,34
Sansa Stark,S03E10,The Crownlands,King's Landing,34
Meera Reed,S03E10,The Wall,Nightfort,15
Jojen Reed,S03E10,The Wall,Nightfort,15
Hodor,S03E10,The Wall,Nightfort,15
Bran Stark,S03E10,The Wall,Nightfort,15
Summer,S03E10,The Wall,Nightfort,15
Meera Reed,S03E10,The Wall,Nightfort,103
Jojen Reed,S03E10,The Wall,Nightfort,103
Hodor,S03E10,The Wall,Nightfort,103
Bran Stark,S03E10,The Wall,Nightfort,103
Summer,S03E10,The Wall,Nightfort,103
Walder Frey,S03E10,The Riverlands,The Twins,140
Roose Bolton,S03E10,The Riverlands,The Twins,140
Ramsay Snow,S03E10,The North,The Dreadfort,218
Theon Greyjoy,S03E10,The North,The Dreadfort,218
Bran Stark,S03E10,The Wall,Nightfort,48
Summer,S03E10,The Wall,Nightfort,48
Hodor,S03E10,The Wall,Nightfort,48
Meera Reed,S03E10,The Wall,Nightfort,48
